env,h,model,series_id,n_dong,mae,rmse,smape,mase,r2
E1,1,seasonal,E1_653,346,51.88261078998074,63.349115066721126,164.58788316633107,4.415750181884695,-1.9778349369747272
E1,1,seasonal,E1_654,346,47.96096889622901,59.70378200310889,168.59241218173727,4.440962330104883,-1.8677104874089387
E1,1,seasonal,E1_655,346,35.27796242774567,43.963737545606485,94.19522104245904,2.674064526542864,-0.5004168112398903
E1,1,seasonal,E1_656,346,0.4471278480671548,0.5738415892926334,0.8812660184381651,1.0284940696342673,-0.906199059228354
E1,1,seasonal,E1_657,346,0.1633269107257546,0.2826976005338669,7.975548357090209,0.9143512822059384,-1.0007950884826378
E1,1,seasonal,E1_658,346,0.2545279383429672,0.3502270114334019,18.20890182607844,1.3048996135099165,-0.9131095135819494
E1,1,seasonal,E1_659,346,0.2653592072667216,0.3720269446606129,14.264559938321042,1.884141150763,-1.157868508524602
E1,1,seasonal,E1_660,346,0.2326107899807321,0.3500198243242042,16.305887722300643,1.5030666276717382,-1.0330959081567466
E1,1,seasonal,E1_661,346,0.3314891274428846,0.4295681058378491,22.93283191103424,1.9911948776691164,-1.6193251459152864
E1,1,seasonal,E1_662,346,0.2613129644921551,0.3691185124985203,14.24151229771406,1.7839011444869757,-1.0698833039291356
E1,1,seasonal,E1_663,346,0.1744701348747591,0.3139192242973176,9.92432766130272,1.249497053906301,-1.1020885859800735
E1,1,seasonal,E1_664,346,0.2330443159922928,0.3386142374418567,16.916117300628684,1.5380352030462263,-1.1377646026467656
