env,h,model,tang,metric,p25,p50,p75,iqr,n_chuoi,n_loai,cv_p50,ti_le_cham_chan_p50
E1,6,naive,vua,rmse,0.6178721935582626,1.4671836598808754,11.898433952882945,11.280561759324682,245,0,0.497391,0.085579
E1,6,naive,vua,smape,10.30041975554469,14.46084791281366,28.91190150940587,18.611481753861177,245,0,0.497391,0.085579
E1,6,naive,vua,mase,1.064008279211513,1.5003768264477828,2.3264286421723206,1.2624203629608075,245,0,0.497391,0.085579
E1,6,naive,vua,r2,-1.0115377672289663,-0.6317650825256753,0.30035570966955377,1.31189347689852,243,2,0.497391,0.085579
E1,6,naive,cao,mae,1.4041055718475073,4.801257881903044,9.64227761485826,8.238172043010753,245,0,1.266228,0.694067
E1,6,naive,cao,rmse,4.555975257528303,14.923442324891829,24.021064446557112,19.46508918902881,245,0,1.266228,0.694067
E1,6,naive,cao,smape,18.76790907773118,24.97897996700572,40.67965663779256,21.911747560061382,245,0,1.266228,0.694067
E1,6,naive,cao,mase,1.352944330641739,2.1205089876860934,2.856954930721112,1.5040106000793731,245,0,1.266228,0.694067
E1,6,naive,cao,r2,-0.81242419219772,-0.11776015818876964,0.6924520698045524,1.5048762620022724,242,3,1.266228,0.694067
E1,6,ma6,thap,mae,0.060198761811665,0.0873737373737373,0.1648093841642229,0.10461062235255789,245,0,0.130146,0.019106
E1,6,ma6,thap,rmse,0.1171669594038602,0.1525493716081164,0.3216734464670315,0.20450648706317132,245,0,0.130146,0.019106
E1,6,ma6,thap,smape,3.1973413257610552,4.336769565318485,6.925595476376135,3.72825415061508,245,0,0.130146,0.019106
E1,6,ma6,thap,mase,0.7656348109250724,0.8854210941449185,1.0538710478328497,0.28823623690777733,245,0,0.130146,0.019106
E1,6,ma6,thap,r2,-0.1210194660446171,0.0083236117287655,0.1772431424025996,0.2982626084472167,245,0,0.130146,0.019106
E1,6,ma6,vua,mae,0.2502443792766374,0.4815149008697395,6.426486640599544,6.176242261322907,245,0,0.497391,0.085579
E1,6,ma6,vua,rmse,0.553748200557745,1.177765283601421,11.834189657625416,11.28044145706767,245,0,0.497391,0.085579
E1,6,ma6,vua,smape,10.427069894177636,15.782310990453862,32.7201886020215,22.293118707843867,245,0,0.497391,0.085579
E1,6,ma6,vua,mase,0.9407243098613888,1.395784730839478,2.380157730886592,1.4394334210252033,245,0,0.497391,0.085579
E1,6,ma6,vua,r2,-0.1991611008820415,-0.0989352948515052,0.36248179843512945,0.5616428993171709,243,2,0.497391,0.085579
E1,6,ma6,cao,mae,1.7333659172368847,5.482659438964424,12.82715053763441,11.093784620397525,245,0,1.266228,0.694067
E1,6,ma6,cao,rmse,4.215305689532275,16.87949410366997,27.42400278896852,23.208697099436243,245,0,1.266228,0.694067
E1,6,ma6,cao,smape,22.547238623217027,32.212999231118424,48.628793649197,26.081555025979974,245,0,1.266228,0.694067
E1,6,ma6,cao,mase,1.504872188541636,2.4155818749442592,3.453443900210897,1.948571711669261,245,0,1.266228,0.694067
E1,6,ma6,cao,r2,-0.2987990791836847,0.02565196890072275,0.6093986690180779,0.9081977482017627,242,3,1.266228,0.694067
