env,h,model,split,metric,p25,p50,p75,iqr,n_chuoi,n_loai,n_dong_dung,n_dong_test
E2,12,xgb,test,smape,9.531893169994149,19.64430642679893,49.21637487519287,39.68448170519872,302,0,101170,101170
E2,12,xgb,test,mase,1.1830225811071264,1.890041117773186,3.784742223491464,2.601719642384337,302,0,101170,101170
E2,12,xgb,test,r2,-0.6134371501085505,-0.2544462304053965,-0.0606284659903917,0.5528086841181588,302,0,101170,101170
E3,1,naive,test,mae,3.970035799527029,4.295534398772086,4.526510880294463,0.5564750807674339,497,1,171716,171716
E3,1,naive,test,rmse,5.417410410733828,5.763078529762594,6.113433583437809,0.6960231727039812,497,1,171716,171716
E3,1,naive,test,smape,9.139480528881624,10.731463976725072,12.387164482071196,3.247683953189572,497,1,171716,171716
E3,1,naive,test,mase,0.9126073134974731,0.9642806844147828,1.021691351324008,0.1090840378265348,497,1,171716,171716
E3,1,naive,test,r2,0.6282119314434735,0.6750786883674674,0.8600235834197678,0.2318116519762942,497,1,171716,171716
E3,1,ma6,test,mae,4.749803650062228,5.06576629737134,5.343694565525287,0.5938909154630592,497,1,171716,171716
E3,1,ma6,test,rmse,6.347088849648669,6.772582280674524,7.410380823881188,1.063291974232519,497,1,171716,171716
E3,1,ma6,test,smape,10.945167820801773,12.56061533204126,14.442267785000892,3.497099964199121,497,1,171716,171716
E3,1,ma6,test,mase,1.0843291373453352,1.1560797778025578,1.2165569325330636,0.1322277951877284,497,1,171716,171716
E3,1,ma6,test,r2,0.5068256340909038,0.5646748217687418,0.7573496260358685,0.2505239919449648,497,1,171716,171716
E3,1,seasonal,test,mae,6.691305085813738,7.352796566082352,11.315531460221834,4.624226374408096,497,1,170986,171716
E3,1,seasonal,test,rmse,8.557767920721663,9.506436876001723,17.868304950676293,9.31053702995463,497,1,170986,171716
E3,1,seasonal,test,smape,16.266229986073665,19.97106637064108,25.9689168640858,9.702686878012134,497,1,170986,171716
E3,1,seasonal,test,mase,1.5371925879826964,1.6722166388410462,2.6123318186736446,1.0751392306909482,497,1,170986,171716
E3,1,seasonal,test,r2,-0.3861096255917426,0.0318498289358574,0.2113555269759308,0.5974651525676735,497,1,170986,171716
E3,1,lr,test,mae,3.864480156487997,4.0845195131487575,4.295936213863725,0.431456057375728,497,1,171716,171716
E3,1,lr,test,rmse,5.071373049022715,5.368893201886208,5.736693029493282,0.6653199804705672,497,1,171716,171716
E3,1,lr,test,smape,8.901659327127636,10.249644826992649,12.141853154171914,3.240193827044278,497,1,171716,171716
E3,1,lr,test,mase,0.8828137322707246,0.9276198613213802,0.980364875754691,0.0975511434839664,497,1,171716,171716
E3,1,lr,test,r2,0.6861508743022242,0.7211133747236778,0.853973870363288,0.1678229960610637,497,1,171716,171716
E3,1,ridge,test,mae,3.864158101590109,4.084656747656928,4.296087644482511,0.4319295428924024,497,1,171716,171716
E3,1,ridge,test,rmse,5.070932746005839,5.369120392464878,5.736837656211304,0.6659049102054642,497,1,171716,171716
E3,1,ridge,test,smape,8.90293074735502,10.248474303378453,12.143814274316766,3.240883526961745,497,1,171716,171716
E3,1,ridge,test,mase,0.8828967159720453,0.9276730270827606,0.9805174595319528,0.0976207435599073,497,1,171716,171716
E3,1,ridge,test,r2,0.6860911022695239,0.7211463428630969,0.8539484140420028,0.1678573117724789,497,1,171716,171716
E3,1,xgb,test,mae,3.8047180560508,4.042282263792604,4.377700947292827,0.5729828912420274,497,1,171716,171716
E3,1,xgb,test,rmse,4.975235130002758,5.304220307065295,6.038309027370039,1.0630738973672802,497,1,171716,171716
E3,1,xgb,test,smape,8.808986429883813,10.056793779992573,11.937548654320556,3.1285622244367435,497,1,171716,171716
E3,1,xgb,test,mase,0.8672908316960264,0.922731192340968,1.0435325102714406,0.1762416785754141,497,1,171716,171716
E3,1,xgb,test,r2,0.6974201081280946,0.7320054227591044,0.791961757405591,0.0945416492774964,497,1,171716,171716
E3,6,naive,test,mae,6.09421915480338,6.508720663903487,6.882027785455243,0.7878086306518632,497,1,169209,169209
E3,6,naive,test,rmse,8.160487858478517,8.769037575571055,9.573329038042552,1.412841179564035,497,1,169209,169209
E3,6,naive,test,smape,13.934352049443111,15.942816991101257,18.34479586590525,4.410443816462138,497,1,169209,169209
